Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Newport,49 Mason Street,4,h,1115000.0,S,Greg,2017-03-18,8.4,3015,4,1,1,163.0,163.0,1880,Hobsons Bay,-37.8423,144.8795,Western Metropolitan,5498
Newport,4 Wilkins Street,3,h,1675000.0,S,Williams,2017-03-18,8.4,3015,3,2,2,575.0,151.96764988779805,1964,Hobsons Bay,-37.8468,144.8912,Western Metropolitan,5498
Newport,1-21 Blenheim Road,3,h,1176000.0,S,hockingstuart,2016-06-18,8.4,3015,3,1,2,767.0,111.0,1960,Hobsons Bay,-37.8466,144.8636,Western Metropolitan,5498
Newport,106 Johnston Street,4,h,1265000.0,S,RT,2016-06-18,8.4,3015,5,2,2,774.0,185.0,1950,Hobsons Bay,-37.8366,144.8758,Western Metropolitan,5498
Newport,94 Mason Street,2,h,801000.0,SP,Williams,2016-06-18,8.4,3015,1,1,1,343.0,106.0,1920,Hobsons Bay,-37.8414,144.8752,Western Metropolitan,5498
Newport,15 Bradley Street,3,h,1185000.0,S,RT,2016-11-19,8.4,3015,3,1,2,771.0,151.96764988779805,1964,Hobsons Bay,-37.8439,144.8715,Western Metropolitan,5498
Newport,4/27 Clyde Street,3,t,770000.0,S,Greg,2016-11-19,8.4,3015,3,2,2,224.0,132.0,2015,Hobsons Bay,-37.8424,144.8653,Western Metropolitan,5498
Newport,26 Elphin Street,3,h,1200000.0,SP,Raine,2016-11-19,8.4,3015,3,2,0,288.0,151.96764988779805,1964,Hobsons Bay,-37.8426,144.89,Western Metropolitan,5498
Newport,8 Agg Street,3,h,993000.0,SP,Williams,2016-05-22,8.4,3015,3,2,2,348.0,158.0,1900,Hobsons Bay,-37.8435,144.8788,Western Metropolitan,5498
Newport,29 Charlotte Street,3,h,901000.0,SP,Trimson,2016-05-22,8.4,3015,3,1,1,557.0,151.96764988779805,1964,Hobsons Bay,-37.8378,144.8657,Western Metropolitan,5498
Newport,8 Crawford Street,2,h,650000.0,SP,Raine&Horne,2016-05-22,8.4,3015,2,1,1,149.0,62.0,1890,Hobsons Bay,-37.8491,144.8903,Western Metropolitan,5498
Newport,60 Speight Street,3,h,891500.0,SP,Sweeney,2016-08-22,8.4,3015,3,1,0,344.0,130.0,1920,Hobsons Bay,-37.8424,144.8754,Western Metropolitan,5498
Newport,67 The Strand,4,h,3420000.0,PI,RT,2016-08-22,8.4,3015,4,2,2,757.0,151.96764988779805,1886,Hobsons Bay,-37.849,144.8947,Western Metropolitan,5498
Newport,61 Mason Street,3,h,805000.0,S,RT,2016-04-23,8.4,3015,3,1,2,322.0,104.0,1930,Hobsons Bay,-37.8422,144.8784,Western Metropolitan,5498
Newport,5/67 Oxford Street,2,h,680000.0,SP,RT,2016-04-23,8.4,3015,2,1,1,229.0,101.0,2000,Hobsons Bay,-37.8368,144.8768,Western Metropolitan,5498
Newport,1/27 Clyde Street,4,t,827500.0,S,Greg,2016-09-24,8.4,3015,4,3,2,221.0,151.96764988779805,1964,Hobsons Bay,-37.8424,144.8653,Western Metropolitan,5498
Newport,16 Davies Street,2,h,793000.0,S,Gunn&Co,2016-09-24,8.4,3015,2,1,1,144.0,140.0,1995,Hobsons Bay,-37.845,144.8873,Western Metropolitan,5498
Newport,71 Hobson Street,3,h,988000.0,SP,Jas,2016-09-24,8.4,3015,3,1,1,450.0,151.96764988779805,1964,Hobsons Bay,-37.84,144.887,Western Metropolitan,5498
Newport,114 Mason Street,3,t,747000.0,S,Jas,2016-09-24,8.4,3015,3,2,2,753.0,170.0,2005,Hobsons Bay,-37.8413,144.8741,Western Metropolitan,5498
Newport,193 Mason Street,3,h,910000.0,S,Greg,2016-09-24,8.4,3015,3,1,2,531.0,151.96764988779805,1964,Hobsons Bay,-37.8409,144.8663,Western Metropolitan,5498
Newport,14 Oakbank Street,2,h,896000.0,S,RT,2016-09-24,8.4,3015,2,1,0,297.0,95.0,1900,Hobsons Bay,-37.8501,144.8931,Western Metropolitan,5498
Newport,65 Alma Terrace,2,h,890000.0,SP,Williams,2017-02-25,8.4,3015,2,1,0,168.0,90.0,1900,Hobsons Bay,-37.8475,144.8897,Western Metropolitan,5498
Newport,50 Home Road,3,h,1199000.0,S,Raine,2017-02-25,8.4,3015,3,1,3,506.0,151.96764988779805,1964,Hobsons Bay,-37.841,144.8878,Western Metropolitan,5498
Newport,105 North Road,3,h,1100000.0,SP,Williams,2017-02-25,8.4,3015,3,2,1,293.0,151.96764988779805,1964,Hobsons Bay,-37.8446,144.8859,Western Metropolitan,5498
Newport,69 Oxford Street,5,h,2015000.0,S,Williams,2017-02-25,8.4,3015,5,2,4,1017.0,151.96764988779805,1964,Hobsons Bay,-37.8366,144.8769,Western Metropolitan,5498
Newport,26 Croker Street,4,t,930000.0,PI,Greg,2016-07-26,8.4,3015,4,3,3,278.0,188.0,2009,Hobsons Bay,-37.8468,144.874,Western Metropolitan,5498
Newport,42 Farm Street,3,h,1151000.0,S,Williams,2016-06-27,8.4,3015,2,1,5,571.0,120.0,1920,Hobsons Bay,-37.8417,144.8896,Western Metropolitan,5498
Newport,114 Mason Street,4,t,820000.0,S,Sweeney,2016-06-27,8.4,3015,4,2,2,753.0,204.0,2006,Hobsons Bay,-37.8413,144.8741,Western Metropolitan,5498
Newport,4/71 Bradley Street,2,u,670000.0,SP,Purplebricks,2016-11-27,8.4,3015,2,1,1,190.0,151.96764988779805,1964,Hobsons Bay,-37.8433,144.8725,Western Metropolitan,5498
Newport,12 Gordon Street,3,h,1040000.0,S,hockingstuart,2016-11-27,8.4,3015,3,1,2,595.0,151.96764988779805,1964,Hobsons Bay,-37.8394,144.8669,Western Metropolitan,5498
Newport,12 Severn Street,2,h,816000.0,S,RT,2016-11-27,8.4,3015,2,1,1,315.0,104.0,1930,Hobsons Bay,-37.8465,144.8714,Western Metropolitan,5498
Newport,7 Durkin Street,3,h,945000.0,S,Jas,2016-05-28,8.4,3015,4,2,1,487.0,190.0,2017,Hobsons Bay,-37.8438,144.8806,Western Metropolitan,5498
Newport,10 Crawford Street,1,h,643700.0,SP,Greg,2016-08-28,8.4,3015,1,1,0,129.0,45.0,1900,Hobsons Bay,-37.8491,144.8903,Western Metropolitan,5498
Newport,16 Milford Street,2,h,760000.0,S,Williams,2016-08-28,8.4,3015,2,1,2,255.0,109.0,1930,Hobsons Bay,-37.8469,144.8766,Western Metropolitan,5498
Newport,487 Melbourne Road,8,h,881000.0,S,Jas,2016-07-30,8.4,3015,6,2,4,663.0,190.0,1920,Hobsons Bay,-37.8385,144.8824,Western Metropolitan,5498
Newport,87 Blackshaws Road,3,h,900000.0,SP,Greg,2016-07-30,8.4,3015,3,2,2,360.0,168.0,2013,Hobsons Bay,-37.835,144.8814,Western Metropolitan,5498
Niddrie,28 Coghlan Street,3,t,830000.0,S,Barry,2016-09-03,11.2,3042,3,3,2,303.0,236.0,2013,Moonee Valley,-37.742,144.8885,Western Metropolitan,2291
Niddrie,14 Coghlan Street,3,h,1020000.0,PI,Barry,2016-12-03,11.2,3042,3,1,2,650.0,151.96764988779805,1964,Moonee Valley,-37.7423,144.8905,Western Metropolitan,2291
Niddrie,49 Garnet Street,1,h,1330000.0,S,Brad,2016-12-03,11.2,3042,1,1,1,846.0,151.96764988779805,1964,Moonee Valley,-37.7467,144.8872,Western Metropolitan,2291
Niddrie,38 Muriel Street,4,h,1126000.0,SP,Brad,2016-12-03,11.2,3042,4,2,2,650.0,150.0,1960,Moonee Valley,-37.7429,144.888,Western Metropolitan,2291
Niddrie,32 Diamond Street,3,h,1235000.0,S,Brad,2017-03-04,11.2,3042,3,2,1,204.0,204.0,2009,Moonee Valley,-37.7473,144.8897,Western Metropolitan,2291
Niddrie,4/67 Hoffmans Road,2,u,457000.0,S,Brad,2016-06-04,11.2,3042,2,1,1,89.0,89.0,1975,Moonee Valley,-37.7467,144.8906,Western Metropolitan,2291
Niddrie,3/42 Sapphire Street,2,u,660000.0,S,Barry,2016-06-04,11.2,3042,2,2,1,217.0,113.0,2006,Moonee Valley,-37.7465,144.8868,Western Metropolitan,2291
Niddrie,97 Haldane Road,3,t,770000.0,S,Frank,2016-05-07,11.2,3042,3,2,1,313.0,145.0,2011,Moonee Valley,-37.7335,144.8788,Western Metropolitan,2291
Niddrie,39 Cuthbert Street,4,h,1350000.0,SP,Barry,2016-11-07,11.2,3042,4,3,2,747.0,242.0,1985,Moonee Valley,-37.7387,144.8827,Western Metropolitan,2291
Niddrie,2/55 Garnet Street,3,t,820000.0,PI,Nelson,2016-11-07,11.2,3042,3,2,1,229.0,180.0,2012,Moonee Valley,-37.7462,144.8873,Western Metropolitan,2291
Niddrie,2/49 Hamilton Street,2,t,617500.0,S,Harcourts,2016-09-10,11.2,3042,2,1,1,237.0,151.96764988779805,1964,Moonee Valley,-37.74,144.8851,Western Metropolitan,2291
Niddrie,7/93 Hoffmans Road,2,u,490000.0,S,Brad,2016-12-10,11.2,3042,2,1,1,142.0,151.96764988779805,1964,Moonee Valley,-37.7415,144.8914,Western Metropolitan,2291
Niddrie,2/17 Vaynor Street,3,u,800000.0,S,Nelson,2016-12-10,11.2,3042,3,2,1,151.96764988779805,151.96764988779805,1964,Moonee Valley,-37.7452,144.8895,Western Metropolitan,2291
Niddrie,20 Hamilton Street,3,h,991000.0,S,Brad,2017-02-11,11.2,3042,3,1,1,716.0,139.0,1950,Moonee Valley,-37.7368,144.8856,Western Metropolitan,2291
Niddrie,47 Carrington Road,3,u,970000.0,S,Nelson,2016-11-12,11.2,3042,3,2,1,320.0,167.0,1964,Moonee Valley,-37.7377,144.888,Western Metropolitan,2291
Niddrie,87 Hotham Road,2,h,657000.0,S,Barry,2016-11-12,11.2,3042,2,2,1,268.0,104.0,1950,Moonee Valley,-37.7343,144.8783,Western Metropolitan,2291
Niddrie,36 Vaynor Street,3,h,710000.0,S,Nelson,2016-11-12,11.2,3042,3,2,1,317.0,140.0,1950,Moonee Valley,-37.7449,144.8869,Western Metropolitan,2291
Niddrie,21 Diamond Street,3,h,840000.0,S,Brad,2016-08-13,11.2,3042,3,1,2,603.0,151.96764988779805,1964,Moonee Valley,-37.7484,144.8892,Western Metropolitan,2291
Niddrie,21 Hamilton Street,3,h,975000.0,S,Barry,2016-08-13,11.2,3042,3,1,1,822.0,151.96764988779805,1964,Moonee Valley,-37.7379,144.8854,Western Metropolitan,2291
Niddrie,2/37 Garnet Street,3,u,600000.0,SP,Barry,2016-05-14,11.2,3042,3,2,1,164.0,151.96764988779805,1964,Moonee Valley,-37.7479,144.8868,Western Metropolitan,2291
Niddrie,17 George Street,4,h,875000.0,VB,Barry,2016-05-14,11.2,3042,4,3,1,321.0,151.96764988779805,1964,Moonee Valley,-37.7424,144.8851,Western Metropolitan,2291
Niddrie,98 Haldane Road,3,h,785000.0,S,Barry,2016-05-14,11.2,3042,3,1,2,620.0,151.96764988779805,1964,Moonee Valley,-37.7321,144.8771,Western Metropolitan,2291
Niddrie,2 Michael Court,3,t,840000.0,S,Barry,2016-10-15,11.2,3042,3,2,2,374.0,180.0,1990,Moonee Valley,-37.7445,144.8834,Western Metropolitan,2291
Niddrie,26 Nolan Street,3,h,1076000.0,S,Barry,2016-04-16,11.2,3042,3,1,1,654.0,151.96764988779805,1964,Moonee Valley,-37.7412,144.8888,Western Metropolitan,2291
Niddrie,19 Spring Street,4,h,850000.0,S,Barry,2016-04-16,11.2,3042,4,3,2,641.0,151.96764988779805,1964,Moonee Valley,-37.7317,144.8751,Western Metropolitan,2291
Niddrie,44 Jackson Street,5,h,1400000.0,VB,Nelson,2016-09-17,11.2,3042,4,2,2,650.0,290.0,2005,Moonee Valley,-37.7391,144.8875,Western Metropolitan,2291
Niddrie,2 Kelvin Close,4,h,1080000.0,S,Nelson,2016-09-17,11.2,3042,3,3,2,539.0,162.0,1976,Moonee Valley,-37.7444,144.8847,Western Metropolitan,2291
Niddrie,114 Hotham Road,3,h,1065000.0,SP,Barry,2017-03-18,11.2,3042,3,1,2,653.0,151.96764988779805,1964,Moonee Valley,-37.734,144.8785,Western Metropolitan,2291
Niddrie,2 Hanson Street,3,h,773000.0,S,Nelson,2016-06-18,11.2,3042,3,2,2,403.0,151.96764988779805,1964,Moonee Valley,-37.7324,144.8765,Western Metropolitan,2291
Niddrie,2/50 Jackson Street,3,u,700000.0,S,Nelson,2016-06-18,11.2,3042,3,1,1,202.0,151.96764988779805,1964,Moonee Valley,-37.7389,144.887,Western Metropolitan,2291
Niddrie,1/15 Ross Street,3,u,760000.0,S,Barry,2016-06-18,11.2,3042,3,2,1,198.0,151.96764988779805,2008,Moonee Valley,-37.7357,144.8908,Western Metropolitan,2291
Niddrie,31 Carrington Road,2,h,1190000.0,S,Barry,2016-11-19,11.2,3042,2,1,2,650.0,151.96764988779805,1964,Moonee Valley,-37.7378,144.8893,Western Metropolitan,2291
Niddrie,62 Hotham Road,3,h,1015000.0,S,Barry,2016-08-22,11.2,3042,3,1,1,643.0,125.0,1950,Moonee Valley,-37.736,144.8839,Western Metropolitan,2291
Niddrie,33 Newman Street,3,h,875000.0,SP,Nelson,2016-08-22,11.2,3042,3,1,0,656.0,151.96764988779805,1950,Moonee Valley,-37.738,144.8816,Western Metropolitan,2291
Niddrie,14 Haldane Road,3,h,1020000.0,S,Barry,2017-02-25,11.2,3042,3,1,1,650.0,151.96764988779805,1964,Moonee Valley,-37.7352,144.8845,Western Metropolitan,2291
Niddrie,2/26 Grandview Road,3,u,773000.0,S,Barry,2016-07-26,11.2,3042,3,1,1,275.0,151.96764988779805,1964,Moonee Valley,-37.7383,144.8898,Western Metropolitan,2291
Niddrie,128 Hotham Road,2,u,522500.0,SP,Nelson,2016-07-26,11.2,3042,2,1,1,167.0,151.96764988779805,1964,Moonee Valley,-37.7328,144.8764,Western Metropolitan,2291
Niddrie,4 Ida Street,3,h,1100000.0,S,Barry,2016-06-27,11.2,3042,3,1,1,655.0,151.96764988779805,1964,Moonee Valley,-37.7459,144.8906,Western Metropolitan,2291
Niddrie,21 Muriel Street,2,h,1007000.0,S,Nelson,2016-06-27,11.2,3042,2,1,1,646.0,151.96764988779805,1964,Moonee Valley,-37.7433,144.891,Western Metropolitan,2291
Niddrie,20 Grandview Road,4,h,1245000.0,PI,McDonald,2016-11-27,11.2,3042,4,3,3,225.0,225.0,1950,Moonee Valley,-37.7386,144.8902,Western Metropolitan,2291
Niddrie,29 Jackson Street,3,h,1155000.0,S,Barry,2016-11-27,11.2,3042,3,2,3,653.0,151.96764988779805,1964,Moonee Valley,-37.7396,144.8887,Western Metropolitan,2291
Niddrie,2/10 Nolan Street,3,u,746000.0,S,Barry,2016-11-27,11.2,3042,3,1,1,256.0,151.96764988779805,1964,Moonee Valley,-37.741,144.8901,Western Metropolitan,2291
Niddrie,38 Garnet Street,4,h,1160000.0,PI,Paul,2016-05-28,11.2,3042,4,3,2,424.0,151.96764988779805,1964,Moonee Valley,-37.74800000000001,144.8873,Western Metropolitan,2291
Niddrie,14 Vaynor Street,3,h,1105000.0,S,Brad,2016-05-28,11.2,3042,3,1,1,643.0,119.0,1950,Moonee Valley,-37.7449,144.8899,Western Metropolitan,2291
Niddrie,1/49 Hamilton Street,2,u,591000.0,S,Brad,2016-07-30,11.2,3042,2,1,1,269.0,151.96764988779805,1964,Moonee Valley,-37.74,144.8851,Western Metropolitan,2291
Niddrie,8 Rutland Street,3,h,960000.0,PI,Barry,2016-07-30,11.2,3042,3,1,1,645.0,151.96764988779805,1964,Moonee Valley,-37.736,144.8809,Western Metropolitan,2291
Niddrie,2/42 Sapphire Street,3,u,815000.0,S,Barry,2016-07-30,11.2,3042,3,2,2,203.0,151.96764988779805,1964,Moonee Valley,-37.7465,144.8867,Western Metropolitan,2291
North Melbourne,35-37 Canning Street,4,h,2920000.0,S,Nelson,2016-09-03,2.3,3051,4,3,4,310.0,276.0,1880,Melbourne,-37.7958,144.944,Northern Metropolitan,6821
North Melbourne,90 Molesworth Street,3,h,1635000.0,S,Nelson,2016-09-03,2.3,3051,2,1,0,517.0,151.96764988779805,1964,Melbourne,-37.7967,144.9472,Northern Metropolitan,6821
North Melbourne,140-164 Peel Street,1,u,491000.0,SP,Nelson,2016-09-03,2.3,3051,1,1,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821
North Melbourne,302 Abbotsford Street,2,u,540000.0,S,Jellis,2016-12-03,2.3,3051,2,1,1,65.0,65.0,1970,Melbourne,-37.7994,144.9464,Northern Metropolitan,6821
North Melbourne,315 Flemington Road,1,u,340000.0,S,Brad,2016-12-03,2.3,3051,1,1,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.7916,144.9443,Northern Metropolitan,6821
North Melbourne,59a Brougham Street,2,u,726000.0,S,Jellis,2017-03-04,2.3,3051,2,1,1,64.0,64.0,1970,Melbourne,-37.7936,144.9426,Northern Metropolitan,6821
North Melbourne,8 Haines Street,3,h,1340000.0,S,W.B.,2017-03-04,2.3,3051,3,1,0,83.0,129.0,1980,Melbourne,-37.7987,144.9497,Northern Metropolitan,6821
North Melbourne,70 Munster Terrace,2,t,1105000.0,S,Jellis,2017-03-04,2.3,3051,2,2,1,88.0,119.0,2010,Melbourne,-37.8018,144.9429,Northern Metropolitan,6821
North Melbourne,19 Shands Lane,2,t,841000.0,S,Jellis,2017-03-04,2.3,3051,2,1,1,215.0,0.0,2000,Melbourne,-37.7953,144.9437,Northern Metropolitan,6821
North Melbourne,6/49 Haines Street,2,u,528500.0,SP,Woodards,2016-06-04,2.3,3051,2,1,1,74.0,74.0,1960,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821
North Melbourne,91-101 Leveson Street,2,u,585000.0,SA,Edward,2016-06-04,2.3,3051,2,1,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.802,144.951,Northern Metropolitan,6821
North Melbourne,328-350 Victoria Street,2,u,645000.0,S,Nelson,2016-05-07,2.3,3051,2,1,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821
North Melbourne,15-33 Byron Street,1,u,410000.0,VB,Jellis,2016-11-07,2.3,3051,1,1,1,1045.0,55.0,2011,Melbourne,-37.802,144.9516,Northern Metropolitan,6821
North Melbourne,163-177 Flemington Road,2,u,550000.0,SP,Jellis,2016-11-07,2.3,3051,2,1,2,54.0,54.0,1975,Melbourne,-37.7955,144.9492,Northern Metropolitan,6821
North Melbourne,2/43 Haines Street,2,u,470000.0,VB,W.B.,2016-11-07,2.3,3051,2,1,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.7988,144.9478,Northern Metropolitan,6821
North Melbourne,140-164 Peel Street,2,u,470000.0,VB,W.B.,2016-11-07,2.3,3051,2,1,1,57.0,57.0,2006,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821
North Melbourne,13/49 Haines Street,2,u,475000.0,S,Jas,2016-10-08,2.3,3051,2,1,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821
North Melbourne,212 Abbotsford Street,2,u,640000.0,S,MICM,2016-10-08,2.3,3051,2,2,1,84.0,84.0,2006,Melbourne,-37.802,144.9459,Northern Metropolitan,6821
North Melbourne,327 Flemington Road,4,h,1330000.0,S,McDonald,2016-09-10,2.3,3051,3,2,1,246.0,151.96764988779805,1964,Melbourne,-37.7914,144.9439,Northern Metropolitan,6821
North Melbourne,1 Arden Street,2,u,720000.0,S,W.B.,2016-12-10,2.3,3051,2,2,1,98.0,98.0,1998,Melbourne,-37.8015,144.9526,Northern Metropolitan,6821
North Melbourne,90-98 Curzon Street,2,t,888000.0,S,Jellis,2016-12-10,2.3,3051,2,1,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.8016,144.9486,Northern Metropolitan,6821
North Melbourne,14 Scotia Street,3,h,1325000.0,S,Nelson,2016-12-10,2.3,3051,3,2,1,97.0,139.0,2011,Melbourne,-37.8014,144.94899999999996,Northern Metropolitan,6821
North Melbourne,33 Wreckyn Street,1,u,368000.0,SP,Jellis,2016-12-10,2.3,3051,1,1,1,52.0,52.0,2003,Melbourne,-37.8,144.9542,Northern Metropolitan,6821
North Melbourne,15 Lothian Street,3,t,1300000.0,S,Jellis,2017-02-11,2.3,3051,3,2,2,67.0,151.96764988779805,2005,Melbourne,-37.804,144.9441,Northern Metropolitan,6821
North Melbourne,23/43 Haines Street,2,u,450000.0,VB,W.B.,2016-11-12,2.3,3051,2,1,1,1588.0,71.0,1970,Melbourne,-37.7988,144.9478,Northern Metropolitan,6821
North Melbourne,6 Shiel Street,3,h,1385000.0,S,Nelson,2016-08-13,2.3,3051,3,2,0,118.0,150.0,1890,Melbourne,-37.7976,144.944,Northern Metropolitan,6821
North Melbourne,42-48 Byron Street,2,h,990000.0,S,Nelson,2016-10-15,2.3,3051,2,2,1,584.0,120.0,2008,Melbourne,-37.8016,144.9508,Northern Metropolitan,6821
North Melbourne,119 Arden Street,2,u,440000.0,PI,hockingstuart,2016-04-16,2.3,3051,2,1,1,151.96764988779805,151.96764988779805,1960,Melbourne,-37.8004,144.9465,Northern Metropolitan,6821
North Melbourne,692-694 Queensberry Street,2,u,606000.0,S,Nelson,2016-04-16,2.3,3051,2,1,2,84.0,84.0,2000,Melbourne,-37.8022,144.9439,Northern Metropolitan,6821
North Melbourne,15-33 Byron Street,1,u,450000.0,SP,Jellis,2016-07-16,2.3,3051,1,1,1,60.0,60.0,2012,Melbourne,-37.802,144.9516,Northern Metropolitan,6821
North Melbourne,3 Corporate Lane No. 303,3,h,1470000.0,S,Jellis,2016-09-17,2.3,3051,2,1,0,232.0,93.0,1930,Melbourne,-37.7977,144.9512,Northern Metropolitan,6821
North Melbourne,119 Arden Street,2,u,591500.0,S,Jellis,2016-09-17,2.3,3051,2,1,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.8004,144.9465,Northern Metropolitan,6821
North Melbourne,187-201 Abbotsford Street,2,t,1300000.0,VB,Nelson,2016-06-18,2.3,3051,2,2,1,151.96764988779805,151.96764988779805,1964,Melbourne,-37.8029,144.9452,Northern Metropolitan,6821
North Melbourne,18 Melrose Street,2,h,1010000.0,S,Jellis,2016-11-19,2.3,3051,2,2,0,109.0,100.0,1900,Melbourne,-37.795,144.942,Northern Metropolitan,6821
North Melbourne,676 Victoria Street,2,h,1266000.0,S,Jellis,2016-11-19,2.3,3051,2,1,0,161.0,106.0,1960,Melbourne,-37.8043,144.9437,Northern Metropolitan,6821
North Melbourne,30 Wreckyn Street,2,u,620000.0,S,LITTLE,2016-11-19,2.3,3051,2,1,2,69.0,69.0,2004,Melbourne,-37.8004,144.9544,Northern Metropolitan,6821
North Melbourne,369 Abbotsford Street,2,u,540000.0,S,Alexkarbon,2016-08-22,2.3,3051,2,1,1,151.96764988779805,151.96764988779805,1970,Melbourne,-37.7981,144.9461,Northern Metropolitan,6821
North Melbourne,443 Carroll's Lane,2,h,1200000.0,SP,Jellis,2016-09-24,2.3,3051,2,2,1,146.0,151.96764988779805,1964,Melbourne,-37.7959,144.9464,Northern Metropolitan,6821
North Melbourne,328-350 Victoria Street,2,u,630000.0,SP,Alexkarbon,2016-09-24,2.3,3051,2,1,1,75.0,75.0,2002,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821
North Melbourne,70 O'Shanassy Street,2,u,560000.0,S,Jellis,2017-02-25,2.3,3051,2,1,1,2300.0,68.0,1975,Melbourne,-37.7997,144.9472,Northern Metropolitan,6821
North Melbourne,22 Scotia Street,2,h,800000.0,VB,Nelson,2016-06-27,2.3,3051,2,2,1,55.0,151.96764988779805,2011,Melbourne,-37.8014,144.9488,Northern Metropolitan,6821
North Melbourne,109 Arden Street,2,u,665500.0,S,Alexkarbon,2016-11-27,2.3,3051,2,2,1,96.0,96.0,2012,Melbourne,-37.8009,144.9471,Northern Metropolitan,6821
North Melbourne,7 Curran Street,2,u,550055.0,SP,Jellis,2016-11-27,2.3,3051,2,1,2,1004.0,65.0,1971,Melbourne,-37.7926,144.9441,Northern Metropolitan,6821
North Melbourne,348 Dryburgh Street,1,u,358000.0,SP,Jellis,2016-11-27,2.3,3051,1,1,1,649.0,43.0,1970,Melbourne,-37.7971,144.9448,Northern Metropolitan,6821
North Melbourne,163-177 Flemington Road,1,u,320000.0,S,W.B.,2016-11-27,2.3,3051,1,1,1,45.0,45.0,1975,Melbourne,-37.7955,144.9492,Northern Metropolitan,6821
North Melbourne,1 Stawell Street,3,t,1000000.0,VB,Nelson,2016-11-27,2.3,3051,3,2,1,61.0,170.0,1920,Melbourne,-37.8039,144.9424,Northern Metropolitan,6821
North Melbourne,140-164 Peel Street,2,u,598000.0,S,Alexkarbon,2016-11-27,2.3,3051,2,1,1,85.0,85.0,2005,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821
North Melbourne,91-101 Leveson Street,2,u,950000.0,S,hockingstuart,2016-05-28,2.3,3051,2,2,1,2.0,2.0,1964,Melbourne,-37.802,144.951,Northern Metropolitan,6821
North Melbourne,13 Mary Street,3,t,1065000.0,S,Alexkarbon,2016-05-28,2.3,3051,3,2,1,64.0,151.96764988779805,2008,Melbourne,-37.7994,144.9521,Northern Metropolitan,6821
North Melbourne,14 Curzon Street,2,h,885000.0,S,Jellis,2016-08-28,2.3,3051,2,1,1,111.0,73.0,1880,Melbourne,-37.8044,144.9481,Northern Metropolitan,6821
North Melbourne,19 Wood Street,2,u,587134.0,SP,Woodards,2016-08-28,2.3,3051,2,1,1,1.0,1.0,1970,Melbourne,-37.7976,144.9454,Northern Metropolitan,6821
Northcote,43 Christmas Street,2,h,1286000.0,S,McGrath,2016-09-03,5.5,3070,2,1,1,245.0,108.0,1890,Darebin,-37.7662,145.0096,Northern Metropolitan,11364
Northcote,30 Clarke Street,3,h,1200000.0,S,Nelson,2016-09-03,5.5,3070,3,1,1,215.0,125.0,1920,Darebin,-37.7759,144.9909,Northern Metropolitan,11364
Northcote,3/412 High Street,2,u,630000.0,S,McGrath,2016-09-03,5.5,3070,2,2,1,151.96764988779805,151.96764988779805,1964,Darebin,-37.7679,144.9994,Northern Metropolitan,11364
Northcote,24 Jessie Street,4,h,1600000.0,VB,Jellis,2016-09-03,5.5,3070,4,2,1,464.0,179.0,1910,Darebin,-37.7805,145.004,Northern Metropolitan,11364
Northcote,65 Bastings Street,3,h,1310000.0,PI,Jellis,2017-03-04,5.5,3070,3,2,1,267.0,151.96764988779805,1920,Darebin,-37.7744,145.0033,Northern Metropolitan,11364
Northcote,16 Claude Street,2,h,1035000.0,S,Nelson,2017-03-04,5.5,3070,2,1,0,140.0,151.96764988779805,1964,Darebin,-37.7709,144.9964,Northern Metropolitan,11364
Northcote,220 Victoria Road,3,h,1980000.0,S,McGrath,2017-03-04,5.5,3070,3,2,4,613.0,151.96764988779805,1964,Darebin,-37.7664,145.0121,Northern Metropolitan,11364
